,Unnamed: 0,MACE_pred,av_rating,sentence,worker_0,worker_1,worker_2,worker_3,worker_4,worker_5,worker_6,worker_7,round,batch,sent_id,disagree,agree,neutral,confidence_in_prediction_gpt-3.5,confidence_in_prediction_gpt-4o,label_gpt4o,label_gpt-3.5,3.5,4
1417,1417,disagrees,-0.625,The scientists are wrong when they say global warming is real.,disagrees,disagrees,agrees,neutral,disagrees,disagrees,disagrees,disagrees,4,3,t2,0.1201252183938222,0.7887088068906543,0.0911659747155236,1.0,0.95,C,C,disagrees,disagrees
1418,1418,neutral,0.0,U.s. carbon dioxide emissions dropped dramatically during Trumpâs first year in office.,neutral,disagrees,agrees,disagrees,neutral,agrees,neutral,neutral,4,3,t20,0.0019949052284411,0.9960713585537572,0.0019337362178019,0.2,0.8,B,A,agrees,neither agrees nor disagrees
1419,1419,disagrees,-0.25,"Science at this point cannot make the link between the specific greenhouse-gas emissions from, say, Kansas, and link it to the effect on a subset of polar bears or an individual polar bear in the Arctic region.",disagrees,disagrees,neutral,agrees,disagrees,neutral,neutral,neutral,4,3,t21,0.00792804241539,0.0596429698101236,0.9324289877744864,0.85,0.8,C,B,neither agrees nor disagrees,disagrees
1420,1420,agrees,0.625,"Continued global warming poses a risk of rapid, drastic changes in some human and natural systems.",agrees,agrees,agrees,disagrees,agrees,neutral,agrees,agrees,4,3,t22,0.0052210543053095,0.9355854565740818,0.0591934891206086,0.9,0.95,A,A,agrees,agrees
1421,1421,neutral,0.375,"Prosecutors may decide to investigate companies that chose to fund or join organizations that questioned climate science or policies designed to address the problem, such as the Global Climate Coalition and the American Legislative Exchange Council, to see if discrepancies exist between the companiesâ public and private statements.",neutral,neutral,agrees,agrees,neutral,agrees,neutral,neutral,4,3,t23,0.0040624878233921,0.8752160279302036,0.1207214842464042,0.85,0.8,A,B,neither agrees nor disagrees,agrees
1422,1422,neutral,-0.125,The U.S. going back to the stone age will not do anything to stop global warming.,disagrees,neutral,neutral,neutral,neutral,agrees,neutral,disagrees,4,3,t24,0.0020484739685124,0.9959688992525731,0.0019826267789142,1.0,0.8,C,A,agrees,disagrees
1423,1423,disagrees,-0.5,There is not one science or environment correspondent attached to any mainstream media publication prepared to do their due diligence on global warming scare stories.,disagrees,disagrees,agrees,agrees,disagrees,disagrees,disagrees,disagrees,4,3,t25,0.00359183837494,0.9053349249014216,0.0910732367236383,0.9,0.8,C,C,disagrees,disagrees
1424,1424,neutral,0.25,"When liberals talk about the dire threat of global warming, liberalsâre actually seizing opportunistically on the issue.",agrees,disagrees,agrees,agrees,neutral,agrees,disagrees,neutral,4,3,t26,0.0101142193339609,0.3724068427856504,0.6174789378803888,0.9,0.9,C,C,disagrees,disagrees
1425,1425,neutral,0.375,"If we create the right environment for innovation, we can accelerate the pace of progress, develop and deploy new solutions, and eventually provide everyone with reliable, affordable energy that is carbon free.",neutral,neutral,agrees,agrees,neutral,agrees,neutral,neutral,4,3,t27,0.1047209981819871,0.0091471627447166,0.8861318390732963,0.2,0.8,B,A,agrees,neither agrees nor disagrees
1426,1426,agrees,0.75,"The United States of America has disproportionately contributed to the climate and ecological crises and to preventing a transition away from fossil fuels, and Americans thus bear an extraordinary responsibility to solve the crises.",agrees,agrees,agrees,agrees,agrees,disagrees,agrees,agrees,4,3,t28,0.6136697103667658,0.0064215513391787,0.3799087382940553,1.0,0.95,A,A,agrees,agrees
1427,1427,agrees,0.75,"Climate change is upon us and that the last thing we should do is double down on drilling for oil, especially in a national treasure like the Arctic refuge.",agrees,agrees,agrees,disagrees,agrees,agrees,agrees,agrees,4,3,t29,0.0025652269558063,0.994252319094672,0.0031824539495215,0.9,0.95,A,A,agrees,agrees
1428,1428,neutral,-0.125,About one-third of the measuring stations in the team's global sample indicated cooling trends.,neutral,neutral,agrees,agrees,disagrees,disagrees,disagrees,neutral,4,3,t3,0.0016975758572411,0.0053975569912891,0.9929048671514696,0.9,0.8,B,C,disagrees,neither agrees nor disagrees
1429,1429,agrees,1.0,Future storms will be slightly stronger because of global warming and sea level is rising faster than researchers once thought.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,4,3,t30,0.2941954491043779,0.0057061846705375,0.7000983662250844,0.9,0.9,A,A,agrees,agrees
1430,1430,agrees,0.75,Sea temperatures are rising.,agrees,agrees,agrees,neutral,agrees,agrees,neutral,agrees,4,3,t31,0.9949731975127064,0.0031747931099834,0.0018520093773103,1.0,0.9,A,A,agrees,agrees
1431,1431,disagrees,-0.25,Rising global temperatures are not necessarily a bad thing and humans have flourished during times of warming trends.,neutral,disagrees,agrees,disagrees,neutral,agrees,disagrees,disagrees,4,3,t32,0.4397867204157733,0.1289078636413279,0.4313054159428989,0.9,0.9,C,C,disagrees,disagrees
1432,1432,agrees,0.875,"The added burden of climate change, with climate change potentially negative effects on sea life, makes the establishment of refuges even more urgent.",agrees,agrees,agrees,agrees,agrees,neutral,agrees,agrees,4,3,t33,0.0016591891155933,0.0053629393096551,0.9929778715747516,0.9,0.9,A,A,agrees,agrees
1433,1433,neutral,0.5,No more than one-third of proven reserves of fossil fuels can be consumed prior to 2050 unless carbon capture and storage technology is widely deployed.,neutral,neutral,agrees,agrees,agrees,neutral,neutral,agrees,4,3,t34,0.0019751379049975,0.996069375133511,0.0019554869614915,1.0,0.9,A,A,agrees,agrees
1434,1434,neutral,0.0,One-in-100 year floods are starting to happen every 50 years.,neutral,neutral,agrees,disagrees,neutral,disagrees,agrees,neutral,4,3,t35,0.002237313378404,0.9957814163374448,0.0019812702841511,0.9,0.8,A,A,agrees,agrees
1435,1435,agrees,0.5,"The best place to begin is air travel, with its big carbon footprint.",agrees,neutral,agrees,neutral,agrees,disagrees,agrees,agrees,4,3,t36,0.0012008055465775,0.99704307177764,0.0017561226757825,0.9,0.8,A,A,agrees,agrees
1436,1436,disagrees,-0.625,Climate scientists can't attribute a single weather event like the Chinese heat wave to man-made global warming.,neutral,disagrees,agrees,disagrees,disagrees,disagrees,disagrees,disagrees,4,3,t37,0.00369125658608,0.902747044312966,0.093561699100954,0.8,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1437,1437,neutral,0.25,Solar activity has varied a bit while global temperature keeps going up.,neutral,neutral,neutral,neutral,agrees,agrees,neutral,neutral,4,3,t38,0.7376207100790935,0.009805435033651,0.2525738548872555,0.8,0.8,A,A,agrees,agrees
1438,1438,disagrees,-0.5,Humans are not to blame for global warming.,disagrees,disagrees,disagrees,neutral,disagrees,agrees,neutral,disagrees,4,3,t39,0.0013470345214893,0.9959320452273116,0.0027209202511991,0.9,0.9,C,C,disagrees,disagrees
1439,1439,disagrees,-0.5,The alleged â consensus â behind the dangers of anthropogenic global warming is not nearly as settled among climate scientists as people imagine.,disagrees,neutral,neutral,neutral,disagrees,neutral,disagrees,disagrees,4,3,t4,0.0051628583686243,0.3896915216317065,0.6051456199996691,0.9,0.9,C,C,disagrees,disagrees
1440,1440,neutral,0.375,"Representative Markey wants to subpoena the EPA for its failure to turn over documents related to global warming, including the EPA 's draft proposal to regulate greenhouse gas emissions.",neutral,neutral,agrees,agrees,neutral,agrees,neutral,neutral,4,3,t40,0.0085011103019968,0.0931979029686269,0.8983009867293762,1.0,0.8,B,A,agrees,neither agrees nor disagrees
1441,1441,neutral,0.25,The fossil fuel industryâs tactics come straight out of the tobacco playbook.,neutral,neutral,agrees,disagrees,neutral,agrees,neutral,agrees,4,3,t41,0.0056826522064591,0.8955198922562337,0.098797455537307,0.8,0.85,A,A,agrees,agrees
1442,1442,agrees,0.75,A good year for sea ice in the Antarctic in no way nullifies the precipitous drop in Arctic sea-ice levels year after year â or the mounds of other evidence indicating global warming is really happening.,agrees,agrees,agrees,agrees,neutral,neutral,agrees,agrees,4,3,t42,0.9525708026308471,0.0045958039328378,0.0428333934363148,1.0,1.0,A,A,agrees,agrees
1443,1443,agrees,0.75,Global warming can increase snowfall by boosting the amount of moisture in the air.,neutral,agrees,agrees,agrees,agrees,agrees,neutral,agrees,4,3,t43,0.0036568448077255,0.0789449794041779,0.9173981757880966,0.5,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1444,1444,neutral,0.375,The truth's very difficult to predict exactly how burning fossil fuels will impact the global climate.,neutral,neutral,agrees,agrees,neutral,agrees,neutral,neutral,4,3,t44,0.9138900966537216,0.0040305425150645,0.0820793608312138,0.8,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1445,1445,agrees,0.75,Action is needed now to counter effects from a further rise in sea level.,agrees,agrees,agrees,neutral,agrees,neutral,agrees,agrees,4,3,t5,0.0015705319034433,0.005256559758768,0.9931729083377888,1.0,0.9,A,A,agrees,agrees
1446,1446,agrees,0.875,"Climate change is a global problem, and requires that the international community cooperate in its response.",agrees,agrees,neutral,agrees,agrees,agrees,agrees,agrees,4,3,t6,0.0064628188764616,0.118385725329099,0.8751514557944392,1.0,0.9,A,A,agrees,agrees
1447,1447,agrees,0.625,Seas in the region could rise five to six feet by 2100.,neutral,agrees,agrees,neutral,agrees,neutral,agrees,agrees,4,3,t7,0.0036526754571383,0.8997661957691331,0.0965811287737286,1.0,0.9,A,A,agrees,agrees
1448,1448,neutral,-0.125,Alaskans have something of an appetite for a carbon tax.,neutral,neutral,neutral,neutral,neutral,disagrees,neutral,neutral,4,3,t8,0.004706817699388,0.7358425240726792,0.2594506582279327,0.2,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1449,1449,agrees,0.125,"Climate-change skeptics earn mainstream adherents last year, as global temperatures hung perilously close to falling beneath even the lowest model projections.",neutral,disagrees,agrees,agrees,agrees,disagrees,disagrees,agrees,4,3,t9,0.0016545627409028,0.0054363189854357,0.9929091182736616,0.2,0.9,C,A,agrees,disagrees
1450,1450,disagrees,-1.0,Global warming is a hoax.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,4,4,s0,,,,1.0,1.0,C,C,disagrees,disagrees
1451,1451,agrees,0.875,Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,4,4,s1,,,,1.0,0.95,A,A,agrees,agrees
1452,1452,neutral,0.0,"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,4,4,s2,,,,0.0,1.0,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1453,1453,agrees,1.0,Global warming is happening and it will be dangerous to human health and welfare.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,4,4,s3,,,,1.0,0.95,A,A,agrees,agrees
1454,1454,neutral,0.0,Some icebergs are cute.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,4,4,s4,,,,0.2,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1455,1455,agrees,0.875,Some form of carbon capture and storage (or recycling) ultimately will be needed to counter global warming.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,neutral,4,4,t0,0.0011816494968868,0.9886738561731776,0.0101444943299357,1.0,0.9,A,A,agrees,agrees
1456,1456,neutral,-0.125,"Averaged over the period, sea-surface temperatures in the eastern equatorial Pacific are cooler than normal.",neutral,neutral,neutral,neutral,neutral,disagrees,neutral,neutral,4,4,t1,0.0427727975189008,0.0031251865216884,0.9541020159594106,1.0,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1457,1457,neutral,0.0,"The sea level used to be much higher, and that tsunamis over the years have washed more and more sand on the shore, which created natural layers that could give Mr. Sieh a clue towards the frequency of tsunamis over time.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,4,4,t10,0.0022010609384386,0.9267341050733188,0.0710648339882425,0.05,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1458,1458,agrees,0.625,There are natural ways to address the modern global warming problem.,neutral,agrees,agrees,agrees,agrees,neutral,agrees,neutral,4,4,t11,0.1269548457225144,0.0411576125821057,0.8318875416953798,0.2,0.8,B,A,agrees,neither agrees nor disagrees
1459,1459,disagrees,-0.625,"If the Keystone XL pipeline, which American environmentalists oppose, is not built, the oil would still be extracted at the same rate but would be shipped by rail, so building the pipeline would not increase carbon emissions significantly.",neutral,disagrees,neutral,disagrees,disagrees,disagrees,neutral,disagrees,4,4,t12,0.5881767157573489,0.0051296727474264,0.4066936114952247,0.8,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1460,1460,neutral,0.0,Many fossil-fuel companies have made similar contributions to such organizations and scientists over the years.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,4,4,t13,0.0020316566095667,0.0462363137192585,0.9517320296711748,0.2,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1461,1461,neutral,0.0,It puts a little time back on the carbon clock.,neutral,neutral,neutral,neutral,disagrees,neutral,neutral,agrees,4,4,t14,0.9982200798138527,0.0010605110465092,0.0007194091396379,0.7,0.9,B,A,agrees,neither agrees nor disagrees
1462,1462,neutral,-0.125,"This extended absence of solar activity may have been partly responsible for the Little Ice Age in Europe, during which temperatures were colder by about 1.8 degrees F than they are today.",neutral,neutral,disagrees,disagrees,agrees,neutral,neutral,neutral,4,4,t15,0.0018304133318305,0.9577696742164892,0.0403999124516802,0.8,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1463,1463,agrees,0.625,"And ocean acidification, which comes from the added carbon absorbed by oceans, will harm marine life.",neutral,neutral,neutral,agrees,agrees,agrees,agrees,agrees,4,4,t16,0.2786082825593079,0.0049551479504752,0.7164365694902168,0.9,0.9,A,A,agrees,agrees
1464,1464,neutral,0.375,"Between 1982 and 1999, global net primary production â a key measure of plants 'carbon uptake â rose 6 percent, or roughly 3 percent per decade.",neutral,neutral,agrees,agrees,agrees,neutral,neutral,neutral,4,4,t17,0.0032857330127812,0.6583642577415298,0.3383500092456889,0.75,0.8,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1465,1465,agrees,0.875,"If the natural sinks can't keep pace with the increased CO2 emissions, then the physical and biological impacts of global warming will accelerate over the next century.",agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,4,4,t18,0.0007360632028247,0.0010896339484762,0.9981743028486988,0.9,0.9,A,A,agrees,agrees
1466,1466,disagrees,-0.625,Just how vacuous the global warming narrative has become.,neutral,neutral,neutral,disagrees,disagrees,disagrees,disagrees,disagrees,4,4,t19,0.0030744938529713,0.7617432144776228,0.2351822916694057,0.9,0.9,C,C,disagrees,disagrees
1467,1467,agrees,0.75,We had just lived through the third consecutive year of the highest global temperatures on record and the lowest levels of Arctic ice.,agrees,neutral,agrees,agrees,agrees,neutral,agrees,agrees,4,4,t2,0.6804293869785932,0.0049402405446637,0.3146303724767429,0.9,0.95,A,A,agrees,agrees
1468,1468,agrees,1.0,"Global-warming-driven extreme weather events â droughts, floods and wildfires â are sharply on the rise and we are staring through the last window of time to mitigate climate change so that we can manage the impacts that are already unavoidable and avoid the impacts that will be terrifyingly unmanageable.",agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,4,4,t20,0.0007552384743969,0.001142249698063,0.99810251182754,1.0,0.95,A,A,agrees,agrees
1469,1469,agrees,0.25,Carbon dioxide has a fundamentally different mode of warming than natural climate change.,neutral,neutral,disagrees,agrees,agrees,agrees,neutral,neutral,4,4,t21,0.0264433735266587,0.0334207637093041,0.9401358627640372,0.8,0.7,A,A,agrees,agrees
1470,1470,disagrees,-1.0,"World temperatures have gone up only very slowly, less than half as fast as the scientific consensus predicted in 1990 when the global-warming scare began in earnest.",disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,4,4,t22,0.2105832243848292,0.0440004996563393,0.7454162759588314,0.9,0.9,C,C,disagrees,disagrees
1471,1471,neutral,0.375,These new results will help us answer important questions in terms of both sea-level rise and how the planet's cold regions are responding to global change.,agrees,neutral,neutral,neutral,neutral,agrees,agrees,neutral,4,4,t23,0.0027785415059809,0.8113946920436295,0.1858267664503896,1.0,0.8,B,A,agrees,neither agrees nor disagrees
1472,1472,agrees,0.75,"Separating waste by type is anything but fussy, especially in the age of climate change, when scientists have shown that global warming is producing wetter storms and contributing to more destructive storm surges, and could also be making some storms more powerful.",agrees,agrees,agrees,agrees,disagrees,agrees,agrees,agrees,4,4,t24,0.0034643445448995,0.3317752222004526,0.6647604332546478,1.0,0.9,A,A,agrees,agrees
1473,1473,agrees,0.5,Emissions of carbon dioxide would cause the planet to warm.,neutral,neutral,neutral,agrees,agrees,agrees,agrees,neutral,4,4,t25,0.0010491570555361,0.9924327096941992,0.0065181332502649,1.0,0.8,A,A,agrees,agrees
1474,1474,neutral,0.375,The White House is abdicating its leadership and taking a backseat to other countries in the global fight against climate change.,neutral,neutral,agrees,neutral,agrees,neutral,agrees,neutral,4,4,t26,0.7935085871667458,0.0045934042185372,0.2018980086147168,0.9,0.9,A,A,agrees,agrees
1475,1475,disagrees,-1.0,"Environmental-extremist scientists have tampered with the raw data by adding an imagined (and imaginary) âglobal isostatic adjustmentâ, torturing the data until they show a rate of sea-level rise that has not in reality occurred.",disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,4,4,t27,0.0004903700405776,0.9990206207352756,0.0004890092241468,0.9,0.9,C,C,disagrees,disagrees
1476,1476,agrees,0.625,Countries would recognize the dangers of continuing to dig up and burn the worldâs fossil fuels.,agrees,neutral,neutral,agrees,agrees,agrees,agrees,neutral,4,4,t28,0.0630412794572316,0.4479036209093973,0.489055099633371,0.9,0.9,A,A,agrees,agrees
1477,1477,disagrees,-1.0,"Carrying a climate agenda even further, through measures like a carbon tax on gasoline, natural gas and other products, would hurt ordinary Washingtonians.",disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,4,4,t29,0.9981765122562302,0.00109981659035,0.0007236711534198,0.8,0.8,C,C,disagrees,disagrees
1478,1478,neutral,-0.125,Global warming was much more of an abstraction to New York City until two years ago.,disagrees,disagrees,neutral,neutral,agrees,neutral,neutral,neutral,4,4,t3,0.0034987097657004,0.4552890015765472,0.5412122886577524,0.9,0.8,B,A,agrees,neither agrees nor disagrees
1479,1479,neutral,-0.375,Scientists disagreed on whether global warming is happening.,disagrees,neutral,disagrees,neutral,neutral,neutral,disagrees,neutral,4,4,t30,0.0128250102110545,0.9860666035045036,0.0011083862844416,1.0,0.8,C,B,neither agrees nor disagrees,disagrees
1480,1480,agrees,0.375,"Even if countries slammed the brakes on emissions today, the climate would continue to warm because carbon dioxide remains in the atmosphere for centuries.",neutral,neutral,agrees,agrees,disagrees,agrees,agrees,neutral,4,4,t31,0.0032429238029007,0.6585341857527984,0.3382228904443008,1.0,0.9,A,A,agrees,agrees
1481,1481,neutral,0.375,"Now we've got to move away from coal and all the other fossil fuels, but I don't want to move away from the people who did the best they could to produce the energy that we relied on.",agrees,agrees,disagrees,neutral,agrees,neutral,neutral,agrees,4,4,t32,0.0033918358454101,0.3608067750092634,0.6358013891453264,0.8,0.8,A,A,agrees,agrees
1482,1482,neutral,0.375,Global warming might become a problem.,agrees,neutral,neutral,neutral,agrees,agrees,neutral,neutral,4,4,t33,0.9982354149886488,0.0010602141211856,0.0007043708901656,0.8,0.5,B,A,agrees,neither agrees nor disagrees
1483,1483,neutral,0.0,Economic success has historically been closely linked to the use of fossil fuels.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,4,4,t34,0.0027714545077137,0.8510513294097432,0.1461772160825432,0.2,0.8,B,A,agrees,neither agrees nor disagrees
1484,1484,agrees,0.875,"Heat waves in recent years have become more intense, a consequence of global warming.",agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,4,4,t35,0.9981626063099098,0.0011129739035706,0.0007244197865194,1.0,0.95,A,A,agrees,agrees
1485,1485,agrees,0.5,"If global average temperatures reach 1.6 degrees C (2.9 degrees F.) above preindustrial levels, the iconic ice sheet probably will tip toward irreversible loss.",agrees,neutral,neutral,agrees,agrees,agrees,neutral,neutral,4,4,t36,0.4016188738701195,0.0050739679924673,0.5933071581374132,1.0,0.9,A,A,agrees,agrees
1486,1486,agrees,0.75,Britain should help lead the global response to climate change.,agrees,neutral,agrees,agrees,agrees,agrees,agrees,neutral,4,4,t37,0.0353771042539122,0.7715765511628805,0.1930463445832072,1.0,0.9,A,A,agrees,agrees
1487,1487,neutral,0.0,Snow and ice is going to be frozen in place.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,4,4,t38,0.0625026548341508,0.4916691890839754,0.4458281560818737,0.2,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1488,1488,disagrees,-1.0,"Two of climate alarmists favorite bellwethers of global warming doom Greenland and the South Pole, are cooling not warming.",disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,4,4,t39,0.0033879030754884,0.3444541830840261,0.6521579138404854,0.9,0.9,C,C,disagrees,disagrees
1489,1489,disagrees,-0.5,"Antarctica was once a lush, green continent, icing over only in the past 35 million years, amid a general cooling of the worldâs climate.",disagrees,neutral,neutral,disagrees,disagrees,disagrees,neutral,neutral,4,4,t4,0.0007501631008315,0.0010899996349444,0.9981598372642242,1.0,0.9,B,C,disagrees,neither agrees nor disagrees
1490,1490,agrees,0.75,"The vulnerability of the gauges comes in part from the continuing rise of the sea, which is believed to be caused largely by human emissions of greenhouse gases.",agrees,neutral,agrees,agrees,neutral,agrees,agrees,agrees,4,4,t40,0.0010377416311476,0.9922783306068108,0.0066839277620415,1.0,0.9,A,A,agrees,agrees
1491,1491,agrees,0.375,Reducing carbon emissions would also reduce airborne hazards like mercury and ozone.,neutral,neutral,neutral,agrees,agrees,agrees,neutral,neutral,4,4,t41,0.0034356365565815,0.6037826139332362,0.3927817495101822,0.9,0.8,A,A,agrees,agrees
1492,1492,neutral,-0.125,The Arctic had the power to put the United States into a deep freeze if you read the Associated Press story published in mid-December.,disagrees,neutral,neutral,neutral,neutral,neutral,neutral,neutral,4,4,t42,0.0018508661140572,0.9568254347244256,0.041323699161517,0.8,0.95,B,A,agrees,neither agrees nor disagrees
1493,1493,agrees,0.25,"Together, we've held our carbon emissions to levels not seen in about 20 years.",neutral,agrees,neutral,agrees,disagrees,agrees,neutral,neutral,4,4,t43,0.000770202019452,0.0011508051386317,0.9980789928419164,0.8,0.8,B,A,agrees,neither agrees nor disagrees
1494,1494,disagrees,-1.0,There is no real-world evidence that supports man-made global warming theory.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,4,4,t44,0.9982215653069006,0.0010741758833585,0.0007042588097407,0.9,0.95,C,C,disagrees,disagrees
1495,1495,neutral,0.125,"Methane, the chief component of natural gas, is a powerful greenhouse gas in the short term, with more than 80 times the effect of carbon dioxide in its first 20 years in the atmosphere.",neutral,neutral,neutral,agrees,neutral,neutral,neutral,neutral,4,4,t5,0.0018256138895502,0.9596021522262156,0.0385722338842342,1.0,0.9,A,A,agrees,agrees
1496,1496,disagrees,-1.0,The hurricane isnât âentirely a product of climate changeâ and severe weather has existed for eons before fossil fuels were used.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,4,4,t6,0.0033905843482182,0.3686151020728641,0.6279943135789178,0.8,0.8,C,B,neither agrees nor disagrees,disagrees
1497,1497,agrees,0.75,"Global warming may be contributing to huge fissures on Fuji 's slopes, prone to erosion and landslides.",agrees,neutral,agrees,agrees,agrees,agrees,agrees,neutral,4,4,t7,0.0338707006674303,0.0029761892879838,0.9631531100445858,0.9,0.8,A,A,agrees,agrees
1498,1498,neutral,-0.375,"Global climate change falls outside of the scope of NEPA, so the guidance has no legal basisâ particularly since Goldfuss, the acting head of the CEQ, has not been confirmed by the Senate.",neutral,neutral,neutral,disagrees,disagrees,neutral,neutral,disagrees,4,4,t8,0.0406663580906643,0.4110663063077649,0.5482673356015708,0.2,0.8,C,B,neither agrees nor disagrees,disagrees
1499,1499,agrees,0.5,New farming techniques will put some of that carbon back into the ground and help stem the rising tide of global warming.,neutral,neutral,neutral,agrees,agrees,agrees,agrees,neutral,4,4,t9,0.9981719759728588,0.0010891653905345,0.0007388586366065,1.0,0.9,A,A,agrees,agrees
1500,1500,disagrees,-1.0,Global warming is a hoax.,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,4,5,s0,,,,1.0,1.0,C,C,disagrees,disagrees
1501,1501,agrees,0.5,Alarming levels of sea level rise are predicted to threaten Florida over the next decades.,neutral,agrees,agrees,agrees,neutral,neutral,agrees,neutral,4,5,s1,,,,1.0,0.95,A,A,agrees,agrees
1502,1502,neutral,0.0,"Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.",neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,4,5,s2,,,,0.0,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1503,1503,agrees,1.0,Global warming is happening and it will be dangerous to human health and welfare.,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,4,5,s3,,,,1.0,0.95,A,A,agrees,agrees
1504,1504,neutral,0.0,Some icebergs are cute.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,4,5,s4,,,,0.2,0.95,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1505,1505,neutral,0.375,"Countries like China and India, which rank among the top greenhouse gas emitters globally, and are plagued by worsening air pollution, have shown growing interest in sustainable, environmentally friendly buildings.",neutral,agrees,agrees,neutral,agrees,neutral,neutral,neutral,4,5,t0,0.0032736726345139,0.3503702125887797,0.6463561147767063,0.8,0.8,A,A,agrees,agrees
1506,1506,disagrees,-0.5,The global warming agenda is a loser for them with the American people.,agrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,neutral,4,5,t1,0.9156800359646328,0.0104482338619515,0.0738717301734156,0.9,0.9,C,C,disagrees,disagrees
1507,1507,disagrees,-0.25,"The Earth probably last had this much carbon dioxide in the atmosphere at least a few million years ago, when sea levels are higher.",disagrees,disagrees,agrees,neutral,disagrees,disagrees,agrees,neutral,4,5,t10,0.0004036215482971,0.0004703689924038,0.999126009459299,0.9,0.8,A,A,agrees,agrees
1508,1508,neutral,-0.375,"It provides a physical basis for the current global mean temperature leveling off, while at the same time, points to this equatorial cold tongue as being the major driver for that.",neutral,neutral,disagrees,neutral,disagrees,neutral,disagrees,neutral,4,5,t11,0.6013957028045027,0.0739977338427459,0.3246065633527513,0.75,0.9,B,B,neither agrees nor disagrees,neither agrees nor disagrees
1509,1509,agrees,0.625,"The steady retreat of sea ice sea ice may have a residual effect on all sorts of other things, like the ice covering Greenland or storms in New England.",neutral,agrees,agrees,neutral,agrees,agrees,agrees,neutral,4,5,t12,0.0021616222033713,0.922395149014242,0.0754432287823865,0.9,0.8,A,A,agrees,agrees
1510,1510,disagrees,-0.75,The impact of urban heat on rising global average temperatures is tiny.,disagrees,neutral,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,4,5,t13,0.0025271431807098,0.8728825834034439,0.1245902734158462,0.8,0.7,C,B,neither agrees nor disagrees,disagrees
1511,1511,neutral,-0.125,Alternative-energy technologies will not advance and ignore jobs that might be created in new low-carbon industries.,disagrees,disagrees,agrees,neutral,neutral,neutral,neutral,neutral,4,5,t14,0.0028522893804709,0.1865096076382684,0.8106381029812606,0.2,0.8,B,C,disagrees,neither agrees nor disagrees
1512,1512,agrees,0.875,De-carbonization is not happening fast enough.,neutral,agrees,agrees,agrees,agrees,agrees,agrees,agrees,4,5,t15,0.002096008027742,0.9229037947441914,0.0750001972280665,1.0,0.9,A,A,agrees,agrees
1513,1513,disagrees,-0.375,The findings will infuriate environmental campaigners who argue by 2030 we could be facing increased sea levels and flooding due to glacial melt at the poles.,disagrees,disagrees,disagrees,neutral,disagrees,agrees,neutral,neutral,4,5,t16,0.0009891879166451,0.9913304587718008,0.007680353311554,0.9,0.9,A,A,agrees,agrees
